country_name,country_id,year,Inflation (CPI %),GDP (Current USD),GDP per Capita (Current USD),Unemployment Rate (%),"Interest Rate (Real, %)","Inflation (GDP Deflator, %)",GDP Growth (% Annual),Current Account Balance (% GDP),Government Expense (% of GDP),Government Revenue (% of GDP),Tax Revenue (% of GDP),Gross National Income (USD),Public Debt (% of GDP)
Australia,au,2015,1.50836672165921,1351296372254.31,56739.0265346593,6.055,6.23777334791279,-0.623858470510584,2.19016928695221,-4.31257611103591,26.7642142270028,24.5087167867797,21.8740706763168,1323697450186.41,46.4820384628409
Australia,au,2016,1.27699094497324,1206836962281.84,49888.0410842736,5.711,6.12460674928936,-0.663157619625991,2.7593859723839,-3.6163121880746,26.9840896451806,24.863111114328,22.2755221320286,1178195299351.86,54.6779869160885
Australia,au,2017,1.94864740944527,1325582658156.54,53901.7145392154,5.592,1.53619552626779,3.65318441813451,2.27959179820343,-3.00161155039194,26.6338388364042,24.8416213648298,22.1103686445861,1289235106327.62,53.3164358193161
Australia,au,2018,1.91140094445691,1427809041019.44,57196.4220783778,5.3,3.32958805124833,1.86901478899458,2.87846971467883,-2.56116066582786,26.2293809326048,25.8433968768407,23.2084449619852,1382739590115.65,54.5030658860126
Australia,au,2019,1.61076787290379,1392723834562.64,54972.7017885437,5.159,1.57806683471944,3.46820261012924,2.17154505737176,-0.0207105142276053,26.1765021550141,26.0764158312018,23.4084400141939,1345853874492.3,60.2260851971351
Australia,au,2020,0.846905537459305,1328414058378.38,51791.540179984,6.456,1.57806683471944,1.88550119010648,-0.119590735829973,1.87433748291951,30.2551947530937,25.2824521626533,22.5909248948989,1298368829650.52,69.3215748590956
Australia,au,2021,2.86391042204994,1556735770437.26,60607.7788605166,5.116,1.57806683471944,3.0799498600023,2.11116814768786,2.61066078948374,32.6329859403151,25.6932278976825,23.0612679317794,1539273615554.95,70.0109117652417
Australia,au,2022,6.59409671341846,1690858246994.43,64997.0136536475,3.728,1.57806683471944,7.17553361510235,4.24238555336139,0.337521409077968,27.6611156622091,26.2050551660302,23.6279512463691,1626539969365.68,58.0466964106785
Australia,au,2023,5.5970149253731,1728057316695.61,64820.9117890026,3.668,1.57806683471944,6.51199894950456,3.44199220009025,-0.300085449771847,27.6611156622091,26.2050551660302,23.6279512463691,1653703105439.57,58.0466964106785
Austria,at,2010,1.81353438995062,389827789217.634,46611.1393420232,4.883,5.19150614534296,0.891338457893553,1.8089826696085,2.94294851772084,46.7361288145075,43.7691939325573,25.495733887384,395556468123.334,87.6567178372011
Austria,at,2011,3.2865791487538,428954737064.057,51116.8953522042,4.637,5.19150614534296,1.81993753082695,2.92746790789693,1.58501011759763,45.7857004145268,43.8483096075377,25.6466391466356,433140701458.172,87.866630904677
Austria,at,2012,2.48567562177015,406750487603.59,48250.4059142637,4.909,5.19150614534296,2.09166482584344,0.628246179413949,1.51000017550336,46.5833364419865,44.4741976682037,26.1830994283732,409815209653.594,92.4903678869107
Austria,at,2013,2.00015616900597,426580502769.417,50305.3545774973,5.367,5.19150614534296,1.70872300692841,-0.250726545926739,1.75299233450364,47.2584334360885,45.3167706143996,26.7741686943731,431351356436.825,89.5758769414562
Austria,at,2014,1.60581182954474,438556021078.034,51314.9722616322,5.674,5.19150614534296,2.00674390270015,0.755799076892799,2.31393875506261,47.3819786391457,45.2975197017324,26.8419027283415,443168199835.449,97.8910849273006
Austria,at,2015,0.89656333526032,379546097300.633,43915.228020857,5.802,5.19150614534296,2.29263492397251,1.30352309798889,1.58832680063968,46.3323461865485,45.5782350708836,27.2160274066387,378210199399.805,97.3280357189943
Austria,at,2016,0.891591752655362,393687359770.273,45061.4993920192,6.064,5.19150614534296,1.81475079739224,2.11721967096108,2.57148776968201,45.553025088735,44.0859644565007,25.8220277699052,395807521992.608,96.9275662307516
Austria,at,2017,2.08126911385587,414926138132.691,47163.7425775142,5.561,5.19150614534296,0.975317709275998,2.27225012037459,1.24444591726667,44.8654197632576,43.9889142703404,25.7616861075799,413348647948.824,91.234734613238
Austria,at,2018,1.9983798142954,452582294972.775,51194.0749841299,4.933,5.19150614534296,1.81048023343624,2.48422086689928,0.908176708238319,44.1363840597814,44.0361607804554,25.7216448598991,450535680731.058,86.052092772266
Austria,at,2019,1.53089564152644,442983642371.842,49885.9947355204,4.56,5.19150614534296,1.47368476959242,1.7549764558533,2.38423045289808,43.9069061163649,44.2834046028578,25.8096620383826,443323100627.45,85.0546807677816
Austria,at,2020,1.38191063351862,434397601557.696,48716.4098900349,5.201,5.19150614534296,2.59313274910787,-6.31825528670208,3.3513779974929,51.1591725615403,43.7622339600816,24.666005775658,439547216701.013,101.667208235561
Austria,at,2021,2.7666666666667,480467037338.783,53648.7190742245,6.459,5.19150614534296,1.92612910926519,4.79532910551458,1.71589946789047,50.0215856914731,44.9092836748603,26.014817481271,486755828420.147,96.0278211815402
Austria,at,2022,8.5468699318845,471773629830.381,52176.6649141178,4.992,5.19150614534296,4.75477834804261,5.27789421203715,-0.829086609771728,47.509529668642,44.4008134730886,26.206863593528,470636395218.873,76.2214007403381
Austria,at,2023,7.81413417002832,511685203845.001,56033.573792065,5.264,5.19150614534296,6.64765341628686,-0.954962366849259,1.32556377170149,46.4788740013619,44.619722844981,25.8904950501971,510079146471.293,78.3363673054487
Azerbaijan,az,2010,5.72687224669605,52909294791.9262,5843.5337683582,5.63,6.30070170030242,13.5458167908374,5.04894451349574,28.4268313519369,20.8724832214765,46.8289179324149,12.1577769928176,49741091452.7785,6.38557579182856
Azerbaijan,az,2011,7.8583333333334,65952796427.9473,7189.81869211976,5.42,-2.88597938752249,22.524361140543,0.10000013782458,25.9957665612112,18.4783610460428,45.4813563227219,12.2247609538804,61441003132.8908,7.966018158910485
Azerbaijan,az,2012,1.06621339720303,69679944504.1972,7495.86527658099,5.19,15.0296068894244,2.88293295403217,2.1652394748416,21.4925357741895,22.1853838889224,41.2739730781807,12.7786393685483,65735414850.2186,9.546460525992408
Azerbaijan,az,2013,2.41571745279419,74160560123.6902,7875.34536661549,4.97,17.6862204009871,0.445064509020867,5.80980084268208,16.4935876692396,20.9255439826751,40.4057956068887,13.3883331614589,70472288892.4862,11.126902893074334
Azerbaijan,az,2014,1.37344181533176,75239785452.1022,7890.84028062087,4.91,19.3916777101463,-1.28499552026639,2.75050681535518,13.5683574038086,22.1009894245612,39.8963976405639,14.2125356482603,73082959455.4451,12.707345260156256
Azerbaijan,az,2015,4.02768573742726,53076235354.746,5500.50364628486,4.96,28.9454418522707,-8.84969256895297,1.09397591627469,-0.419198909856565,24.7887090842221,34.1837072453108,15.6031629275469,51379123217.2905,14.287787627238181
Azerbaijan,az,2016,12.4433748584372,37866996882.9157,3880.6852276838,5.0,1.48583383570765,14.6714002511137,-3.09999988037266,-3.60050733417184,27.1959381185333,34.9198678696967,14.5555165725558,35591412539.2769,15.868229994320107
Azerbaijan,az,2017,12.9359184187335,40866627351.9817,4147.1981423222,5.0,0.318577982868449,16.1724003104411,0.199999938958655,4.12208960991814,27.9587305829867,35.075876697878,13.1640455061148,39321618331.876,17.44867236140203
Azerbaijan,az,2018,2.26854690373999,47112470051.7701,4739.7943123408,4.9,4.691769977505,12.1848769569655,1.49999999999999,12.6823769245212,21.402262398242,39.416628377366,12.9712717874444,44853080880.9559,19.029114728483954
Azerbaijan,az,2019,2.61057182799215,48174235294.1176,4805.75371765917,5.0,17.5649086189187,-0.241307927446329,2.50000006743734,8.70455620187564,24.2843379790515,42.8140744014985,14.2188526451777,46318529411.7647,20.609557095565876
Azerbaijan,az,2020,2.75980947008127,42693000000.0,4229.91064904503,7.24,26.5368212837468,-7.39596582740913,-4.30000010230737,-0.740874280795449,33.9314765748897,35.0400465154089,15.1855725074093,42422882352.9412,22.1899994626478
Azerbaijan,az,2021,6.65029912708779,54825411764.7059,5408.04535175023,6.04,-4.24616359058951,21.5888241949245,5.61645102853028,14.9620003998682,27.1444134965323,36.518973597473,13.4213202980155,53687352941.1765,16.8224266977958
Azerbaijan,az,2022,13.8522590144267,78807470588.2353,7770.594223351,5.65,-16.5226749771746,37.2705611565603,4.71480236521231,29.7916946512237,23.0088211493834,37.6205104323493,15.4476897158899,73522647058.8235,16.8224266977958
Azerbaijan,az,2023,8.78543049849081,72356176470.5882,7125.90858368611,5.636,25.5211682288753,-9.20663944963042,1.12397432709641,11.5116198869156,23.0088211493834,37.6205104323493,15.4476897158899,69275529411.7647,16.8224266977958
"Bahamas, The",bs,2010,1.34402738392836,10095760000.0,27473.100430502,14.432,5.91578891584344,-0.392565565624793,1.53866248693835,-8.0632166374795,15.3934154965055,12.8102398366245,10.7623149327044,9860860000.0,33.6922817103418
"Bahamas, The",bs,2011,3.1987814166032,10070450000.0,27090.8376801379,14.52,5.9723845342931,-0.858605322784499,0.613170735890648,-11.9472714724764,16.5592966586399,14.4186586504079,13.0110208622256,9834450000.0,35.306429206242
"Bahamas, The",bs,2012,1.97336755976254,10720400000.0,28552.0242683151,14.02,1.34919480410786,3.35553252540916,2.99790320655973,-14.0368120592515,16.3549707228275,14.1735769947017,12.0393694675572,10441120000.0,36.4498330286183
"Bahamas, The",bs,2013,0.722414784530551,10395800000.0,27432.9534269421,16.18,4.92776197712415,-0.169413674488652,-2.86330925726089,-14.3704765386021,16.37414132188,13.3035621772254,11.8617223233421,10098220000.0,45.1087073625887
"Bahamas, The",bs,2014,1.51375643050831,10974100000.0,28705.6170840548,13.8,1.06304686533588,3.64817136334401,1.84726084348846,-17.1793879299618,16.0340285460311,13.3952659655917,11.4566842779818,10537940000.0,47.0213593825462
"Bahamas, The",bs,2015,1.86148302863371,11671900000.0,30289.4022514831,12.0,-0.530754737422751,5.30893214629577,0.996758610594114,-10.3082218220564,16.2971024626667,14.8350356596612,12.8817411739305,11177020000.0,48.2985803510997
"Bahamas, The",bs,2016,-0.346376929989397,11745100000.0,30266.5859220987,12.7,3.0958378432185,1.60448975573296,-0.961908776858536,-6.0517621951897,18.0939072148385,16.937187447361,14.2974696086027,11189060000.0,50.7851444432146
"Bahamas, The",bs,2017,1.51820700736147,12236700000.0,31337.1832464755,9.8,2.86308628892895,1.34831042029538,2.79951863934495,-12.8682246348301,20.0776257195159,16.9184013721837,15.0446214290618,11691150000.0,53.5285411916611
"Bahamas, The",bs,2018,2.26586346678736,12615800000.0,32124.4051059669,10.0,3.77660141348208,0.456170832413122,2.62988985993933,-8.84029408152681,17.6647616480921,16.1682493381315,14.5505952852772,11780700000.0,57.413679671523
"Bahamas, The",bs,2019,2.49123527368046,13016200000.0,32979.5401279534,9.336,-0.328326497019889,4.59340787218045,-1.35726520928898,-2.65423795994222,18.8441096479771,18.6404096433675,16.8920114933698,12394010000.0,57.8283830918394
"Bahamas, The",bs,2020,0.0385210980054558,9958200000.0,25155.6725432789,12.027,7.07111291640028,-2.6348030197491,-21.4234630658488,-22.9408947412774,26.8922578578458,20.9558786427266,18.6606110240807,9425610000.0,82.2560302493445
"Bahamas, The",bs,2021,2.90491262928478,11368900000.0,28682.3270000732,11.032,5.37949690899087,-1.07183744667745,15.4031489427848,-21.4091678759537,26.1127419363351,16.7831899744039,14.1763815936458,10657360000.0,87.3903316559467
"Bahamas, The",bs,2022,5.60540633583044,13136400000.0,33044.388209429,9.272,-0.0489411756101928,4.30104615816353,10.7820132001503,-9.3830328201543,23.6170393258427,19.8341811988064,16.4295483313541,12383370000.0,82.1595539606932
"Bahamas, The",bs,2023,3.05291578969743,14338500000.0,35896.50510715,8.643,-1.96946877132035,6.34442014479342,2.63905598075102,-7.49437662164348,21.6708387069777,19.9069967918541,17.2517766223803,13740990000.0,78.5268925097758
Bahrain,bh,2010,1.96188468334623,26805984042.5532,21819.3291098099,1.13,-4.24924584453932,12.0069506981357,4.33429917283135,2.8727610009228,18.6739821709387,21.3017099825876,1.12828093917582,24432970744.6809,29.0713708137176
Bahrain,bh,2011,-0.40004069748808,29914680851.0638,25032.7867743333,1.21,-2.46162141459636,9.48596325068939,1.92815791170796,10.8553403651519,21.6471133862972,24.1746022286787,1.07176697647209,26150319148.9362,34.5689325404164
Bahrain,bh,2012,2.75739669962979,31963404255.3191,26438.6733230428,1.2,3.01266280675138,2.93394725551211,3.80302899043062,8.06539982681225,20.8985126699084,24.7546313788874,1.13708147249514,30955957446.8085,35.6065986264045
Bahrain,bh,2013,3.30001156888442,33823324468.0851,26989.7601148469,1.182,5.40813959591411,0.499828956383851,5.29262224906203,7.12443578913414,22.4686162529477,23.1294185917593,1.02928468252976,32627579787.234,42.2700248553772
Bahrain,bh,2014,2.64755321246189,34772526595.7447,26451.7965647453,1.141,7.41558701492672,-1.44043683471969,4.30885692657077,4.38061668747352,23.5115457835002,23.4144863998311,0.792383936021881,33139813829.7872,43.5275770260668
Bahrain,bh,2015,1.84862742374977,32523297872.3404,23734.0551143019,1.16,15.2531776895774,-8.75667340246945,2.50787205267615,-2.31252912932776,25.3293874440254,16.4692086523899,0.990043144194505,30787393617.0213,60.7584088656577
Bahrain,bh,2016,2.78679347602044,33884680851.0638,23800.001440631,1.192,15.2531776895774,0.35724777804711,3.81499327422425,-4.40558716045662,24.4996564184373,14.6728962978312,0.808517153690866,32089202127.6596,70.5694533398636
Bahrain,bh,2017,1.38671830576406,37204813829.7872,24784.7693514607,1.194,15.2531776895774,4.61583421430929,4.95383534123657,-4.30051876437292,22.5215503005502,15.5333861024476,0.936278227051092,35215186170.2128,77.5251429515026
Bahrain,bh,2018,2.08766938046978,39567978723.4043,26324.4066549559,1.2,15.2531776895774,4.21271352571605,2.05258864979861,-6.15289066217848,22.4700360043582,18.6547826478267,1.09260242365011,37491914893.617,84.3014580347853
Bahrain,bh,2019,1.00582004702137,40446808510.6383,27259.7438599327,1.223,15.2531776895774,0.164802199458762,2.05287774418655,-1.96409784324041,21.7538186236849,19.0844025588506,2.87818871935823,38186170212.766,91.3598106259863
Bahrain,bh,2020,-2.31770629331379,35837632978.7234,24342.8444554718,1.781,15.2531776895774,-5.8288484641256,-5.9113629524152,-9.05383693445987,26.1085121752585,15.4536755504399,2.82317547849899,33378590425.5319,111.598089477141
Bahrain,bh,2021,-0.60631938514085,40840212765.9574,27147.8083882286,1.541,15.2531776895774,9.20840263580602,4.35004091668986,6.37213530677418,26.1085121752585,15.4536755504399,2.82317547849899,38312287234.0426,111.598089477141
Bahrain,bh,2022,3.62574104304482,46680398936.1702,30616.2610677495,1.326,15.2531776895774,7.84929462083215,5.98130282177125,14.6497544700467,26.1085121752585,15.4536755504399,2.82317547849899,44717632978.7234,111.598089477141
Bahrain,bh,2023,0.0746206782192256,46079867021.2766,29218.8605634137,1.154,15.2531776895774,-4.14375165818939,2.9807927665851,5.85823757664046,26.1085121752585,15.4536755504399,2.82317547849899,43472420212.766,111.598089477141
Barbados,bb,2010,5.82421853311866,5191188500.0,18860.3833703309,10.69,-8.54227632119778,18.8527284822355,-2.21771043677785,-5.24644752037007,29.9771015346486,23.18922476038,21.5653072798262,5079238850.0,83.5324383616584
Barbados,bb,2011,9.43220240177221,5342183800.0,19345.9953139542,11.19,4.85502857546722,3.66694041932899,-0.731434558650108,-3.24982279392014,28.1359896771055,24.1693979716684,22.6267156326594,5042037400.0,87.4018651698206
Barbados,bb,2012,4.53334753888766,5271257500.0,19034.0708028512,11.59,9.81743837852751,-1.01754183582014,-0.313311151079603,-8.50835280061712,31.0620486667555,22.7030509228585,21.4013747952932,5098854100.0,98.6286874336911
Barbados,bb,2013,1.81410436049105,5361158350.0,19308.0091116993,11.55,5.79735009216712,2.74359414985743,-1.01038184618172,-4.70953069139193,30.9856075413255,21.5757512366707,20.1269697247424,5166558900.0,105.110599279352
Barbados,bb,2014,1.76950322089729,5365976700.0,19277.9423599235,12.17,8.37524470528017,0.007463538444739,0.0824054778140209,-12.0306623984079,29.2771852512889,21.8020682609375,20.5823001989554,5168535350.0,113.452822344532
Barbados,bb,2015,-1.11278992510967,5288057750.0,18954.2913724506,9.803,8.72280922839561,-0.611165126966512,-0.846098521356325,-1.86708346142229,31.4668784772632,23.8191700440488,22.6401414394538,5075115400.0,126.369906238259
Barbados,bb,2016,1.28192813061895,5330761500.0,19065.8069800213,8.247,9.10510165990616,-0.967050709686362,1.79193033431267,-8.48641052893695,30.6472250728156,26.8544887911418,24.9116801229993,5109325650.0,133.202197631614
Barbados,bb,2017,4.66018463955996,5517340450.0,19692.7606711615,8.622,4.53018439935132,3.36727197112887,0.12844600157031,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,5293593650.0,133.202197631614
Barbados,bb,2018,3.67381410406801,5629916200.0,20055.915870771,8.322,4.64622236914642,3.25265217777908,-1.17406509373819,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,5389916200.0,133.202197631614
Barbados,bb,2019,4.10028964518461,5788288000.0,20583.7265786414,8.412,5.77949882984232,2.14644727501501,0.652585417698418,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,5521288000.0,133.202197631614
Barbados,bb,2020,5.523234926704575,5168344450.0,18347.1109131055,9.777,2.79323419017551,5.1139219922773,-15.0543629495892,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,5101344450.0,133.202197631614
Barbados,bb,2021,6.94618020822454,5275242050.0,18696.7858952957,9.433,5.5905647657326,2.32921875143295,-0.254965880216531,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,5179242050.0,133.202197631614
Barbados,bb,2022,8.369125489744505,6257303500.0,22164.0260273876,8.365,7.33623872506533,0.664976976473824,17.8328630251327,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,6091303500.0,133.202197631614
Barbados,bb,2023,9.79207077126447,6720733200.0,23804.0249914995,7.878,7.33623872506533,3.18212980720116,4.09382010970572,-5.37207753716545,30.6472250728156,26.8544887911418,24.9116801229993,6453733200.0,133.202197631614
Belarus,by,2010,7.73574804312508,57231904542.8755,6034.67885177216,6.045,-1.90734444484849,11.3403098820796,7.75001706649184,-14.4678043936086,30.2074804270194,30.3154229945244,16.321438373621,56069265840.9742,18.905245726907
Belarus,by,2011,53.2286983118173,61762382327.9319,6527.6593428786,6.022,-33.4890247335404,70.7612909673781,5.5499747229649,-8.18054584289412,25.4492994190304,28.0633696235903,14.5090725642403,61079871266.8078,39.4168108447656
Belarus,by,2012,59.2197360232517,65685890438.8922,6953.21591683101,5.946,-31.8132103218448,75.2416666493216,1.707852569854,-2.8350076212066,27.6224227639515,29.0395636217814,14.6629750334495,64215516438.9641,24.4293134230567
Belarus,by,2013,18.3122610377874,75527558966.4473,7998.0802045456,5.937,-1.75623802459026,21.263000253545,0.998719278658683,-10.0192566839897,28.2546964798114,28.7220108739005,13.3549628478795,72875339440.6563,23.8372955552391
Belarus,by,2014,18.1195543526734,78812805039.0743,8341.29014337961,5.902,0.46489041631188,18.1922024446735,1.65112468524535,-6.63305918043161,27.4104920512789,27.9219799575572,12.6977670733069,76448782777.9462,24.5488085208305
Belarus,by,2015,13.5344897649735,56454889146.6088,5967.06856034227,5.881,1.7756852885792,16.0231277230064,-3.82957055828389,-3.24347461784006,28.110439801635,29.6768223777889,14.1730645144923,54061945285.662,37.5980986022908
Belarus,by,2016,11.8365807653497,47723545321.259,5039.77560949445,5.844,5.5918566590852,8.34168809944582,-2.52644643552371,-3.37736852773594,29.4170537971155,28.9426479589148,13.7882356123814,45473302428.7243,38.9240984107258
Belarus,by,2017,6.03183725177793,54725302249.8088,5785.53397723676,5.648,0.953546673154522,8.62294196692545,2.53218350022975,-1.74032844195636,29.3216608563755,29.4672400035934,13.0190302331959,52669765496.9979,39.8801799561221
Belarus,by,2018,4.87230220550684,60031173807.7196,6360.05310087258,4.763,-3.07106514233759,12.1397170957777,3.14919759375005,0.0381468469587966,28.1637114447351,30.8472420131622,14.67253298414,57861187726.0003,37.0956460104644
Belarus,by,2019,5.59815595039854,64410122847.3508,6837.76832136779,4.165,0.411406273878465,8.57664221529303,1.44645547691826,-1.93416802348366,28.5883692178918,29.6011279955913,13.3015160119125,62499831005.415,33.2442286168097
Belarus,by,2020,5.54814357456511,61371755326.2351,6542.8645398436,4.049,-2.54313203568407,11.8776975676281,-0.672742950624155,-0.290687465352215,29.9281396840657,28.1031209282799,12.0229071990569,58875118002.111,33.2442286168097
